"","CollectionSite","DataUpload?(Initial)","ProcessedBy","DatePlanted","PlanterType","CollectionDate","Species","TagID","Condition","Mass(g)","Width(mm)","totallength(cm)","plumulelength(cm)","hypocotyllength(cm)","HypocotylColor","Roots(Y/N)","Float(Y/N)","NOTES","PartofSomething(C=CommunityEvent,N=nothing,E=experiment,MIC=mangrovesintheclassroomorstormstrongplant)","PlantName","CollectionDateParsed","CollectionYear","CollectionMonth","CollectionDay","Island","Lat","Long"
"108","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3703","H",12.34,NA,NA,NA,"24",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","GLAM",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"109","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3733B","H",18.46,NA,NA,NA,"22",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","LILY",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"110","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3735B","H",16.09,NA,NA,NA,"27",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","HEAVEN",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"111","Annaberg Bay","AND","SH","28/02/2023","CC","21/02/2023","RHMA","E2-81","H",21.3,"12","29.5","0","29.5","G","Y",NA,NA,"MIC","Lana",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"112","Annaberg Bay","AND","JP","28/02/2023","CC","21/02/2023","RHMA","E2-70","H",17.69,"11.8","26","2","24","G","Y",NA,NA,"MIC","Khai",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"113","Annaberg Bay","AND","JP","28/02/2023","CC","21/02/2023","RHMA","E2-71","H",17.39,"12.1","23","1","22","G","Y",NA,NA,"MIC","Jai",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"114","Annaberg Bay","AND","JE","28/02/2023","CC","21/02/2023","RHMA","E2-1","H",19.61,"12.3","30","2","28","G","Y",NA,NA,"MIC","Bob",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"115","Annaberg Bay","AND",NA,"28/02/2023","CC","21/02/2023","RHMA","E2-73","H",7.39,"6","15","0.5","14.5","G","N",NA,NA,"MIC","Max",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"116","Annaberg Bay","AND","SB","28/02/2023","CC","21/02/2023","RHMA","E2-74","H",18.63,"11.2","31","2","29","G","N",NA,NA,"MIC","Indigo",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"117","Annaberg Bay","AND","SB","28/02/2023","CC","21/02/2023","RHMA","E2-75","H",13.76,"10.45","27","0","27","G","Y",NA,NA,"MIC","Moon",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"118","Annaberg Bay","AND","JC","28/02/2023","CC","21/02/2023","RHMA","E2-76","H",16.6,"11","27.5","2.5","25","G","Y",NA,NA,"MIC","Kiwi",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"119","Annaberg Bay","DG","DG","5/13/2023","CC",NA,"RHMA","3749B","H",11,NA,NA,NA,"23",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","MAYLEEN",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"120","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3727B","H",14.55,NA,NA,NA,"31.4",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","CUTIE PIE",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"121","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3729B","H",5.62,NA,NA,NA,"15",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","TAZZ",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"122","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3731B","H",16.28,NA,NA,NA,"27",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","KAYLA",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"123","Annaberg Bay","AND","NW","28/02/2023","CC","21/02/2023","RHMA","E2-23","H",13.29,"18.5","24.8","1.1","23.7","G","N",NA,NA,"MIC","Baldy",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"124","Annaberg Bay","AND","NW","28/02/2023","CC","21/02/2023","RHMA","E2-24","H",17.61,"19.4","24","1.2","22.8","G","Y",NA,NA,"MIC","Dreads",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"125","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3737B","H",15.77,NA,NA,NA,"29.8",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","ISHA",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"126","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3738B","H",8.5,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"127","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3740B","H",22.47,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"128","Annaberg Bay","AR","AR, EA","9/17/24","CC","9/13/2024","RHMA","6159","H",26.75,"12.2","42.7","1.9","41","G","N","N",NA,"N",NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"129","Annaberg Bay","SA","MH,TB","9/17/24","CC","9/13/2024","RHMA","6160","H",20.34,"11.4","33.5","2","31.5","G","N","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"130","Annaberg Bay","SA","MH,TB","9/17/24","CC","9/13/2024","RHMA","6161","H",31.26,"11.8","32.2","1.4","30.8","G","N","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"131","Annaberg Bay","DG","DG","05/12/2023","CC",NA,"RHMA","3747B","H",7,NA,NA,NA,"16.9",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"132","Annaberg Bay","SA","MH,TB","9/17/24","CC","9/13/2024","RHMA","6163","H",25.08,"13.1","36.5","1.5","35","G","N","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"133","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3752B","H",14.2,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"134","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3754B","H",18.09,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"135","Annaberg Bay","AND","MJ","28/02/2023","CC","21/02/2023","RHMA","E2-78","H",15.21,"10.4","28","0","28","G","N",NA,NA,"MIC","Leggo",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"136","Annaberg Bay","AND","MJ","28/02/2023","CC","21/02/2023","RHMA","E2-79","H",16.03,"11.7","29.5","0.5","29","G","Y",NA,NA,"MIC","Deh Jakes",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"137","Annaberg Bay","AND","SH","28/02/2023","CC","21/02/2023","RHMA","E2-80","H",16.49,"12.3","17.5","0","17.5","G","Y",NA,NA,"MIC","Rose",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"138","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3677B","H",19.7,NA,NA,NA,"33.1",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","DAMIEN",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"139","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3678B","H",11.06,NA,NA,NA,"24",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","ORANGE",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"140","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3679B","H",10.6,NA,NA,NA,"23",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","MANGO",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"141","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3680B","H",11,NA,NA,NA,"21",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","FRIENDS",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"142","Annaberg Bay","AND","JE","28/02/2023","CC","21/02/2023","RHMA","E2-2","H",10.8,"12.3","15","1","14","G","Y",NA,NA,"MIC","Jen",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"143","Annaberg Bay","AND","ML","28/02/2023","CC","21/02/2023","RHMA","E2-3","H",9.83,"10","22.1","1.1","21","G","N",NA,NA,"MIC","JJ",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"144","Annaberg Bay","SA","MH,TB","9/17/24","CC","9/13/2024","RHMA","6162","H",16.91,"11.2","29.5","1.5","28","G","N","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"145","Annaberg Bay","AND","LA","28/02/2023","CC","21/02/2023","RHMA","E2-5","H",18.13,"11.1","31","1","30","G","N",NA,NA,"MIC","Haley",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"146","Annaberg Bay","AND","LA","28/02/2023","CC","21/02/2023","RHMA","E2-6","H",15.54,"12","25","1","24","G","Y",NA,NA,"MIC","Patricia",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"147","Annaberg Bay","AND","AM","28/02/2023","CC","21/02/2023","RHMA","E2-7","H",14,"10.3","29.5","0.5","29","G","Y",NA,NA,"MIC","Chico",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"148","Annaberg Bay","AND","AM","28/02/2023","CC","21/02/2023","RHMA","E2-8","H",20.07,"10.8","35","1","34","G","Y",NA,NA,"MIC","Paco",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"149","Annaberg Bay","DG","DG","05/03/2023","CC",NA,"RHMA","3797B","H",7.81,NA,NA,NA,"20.2",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB THE 2ND",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"150","Annaberg Bay","0","DG","05/04/2023","CC",NA,"RHMA","3799B","H",5.31,NA,NA,NA,"15.7",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB THE 2ND",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"151","Annaberg Bay","DG","DG","05/05/2023","CC",NA,"RHMA","3801B","H",5.42,NA,NA,NA,"18.3",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB THE 2ND",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"152","Annaberg Bay","DG","DG","05/06/2023","CC",NA,"RHMA","3803B","H",6,NA,NA,NA,"15.3",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB THE 2ND",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"153","Annaberg Bay","DG","DG","05/07/2023","CC",NA,"RHMA","3805B","H",6.2,NA,NA,NA,"17",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB THE 2ND",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"154","Annaberg Bay","DG","DG","05/08/2023","CC",NA,"RHMA","3739B","H",17.78,NA,NA,NA,"26.3",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BUDDY",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"155","Annaberg Bay","DG","DG","05/09/2023","CC",NA,"RHMA","3741B","H",8,NA,NA,NA,"15.8",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","JEFF",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"156","Annaberg Bay","DG","DG","05/10/2023","CC",NA,"RHMA","3743B","H",15.08,NA,NA,NA,"28.6",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","CHACKRE",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"157","Annaberg Bay","DG","DG","05/11/2023","CC",NA,"RHMA","3745B","H",15.34,NA,NA,NA,"26",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","WILFRED",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"158","Annaberg Bay","AND","JB","28/02/2023","CC","21/02/2023","RHMA","E2-18","H",26,"12.7","27.5","1.3","26.2","G","Y",NA,NA,"MIC","Sugar Plum",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"159","Annaberg Bay","AND","DV","28/02/2023","CC","21/02/2023","RHMA","E2-19","H",21.77,"12.9","29.4","1.4","28","G","Y",NA,NA,"MIC","Bad",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"160","Annaberg Bay","AND","DV","28/02/2023","CC","21/02/2023","RHMA","E2-20","H",22.45,"11.1","30.6","0","30.6","G","Y",NA,NA,"MIC","Good",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"161","Annaberg Bay","AND","SKA","28/02/2023","CC","21/02/2023","RHMA","E2-21","H",16.62,"11.1","27","1.2","25.8","G","N",NA,NA,"MIC","Bluely",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"162","Annaberg Bay","AND","SKA","28/02/2023","CC","21/02/2023","RHMA","E2-22","H",17.67,"9","25.7","1.2","24.5","G","N",NA,NA,"MIC","Strawberry",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"163","Annaberg Bay","AND",NA,"28/02/2023","CC","21/02/2023","RHMA","E2-63","H",13.56,"8.1","27","1","26","G","Y",NA,NA,"MIC","Raga Man",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"164","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6395","H",18.34,"11","35.1","3.1","32","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"165","Annaberg Bay","AND","NG","28/02/2023","CC","21/02/2023","RHMA","E2-25","H",16.85,"10.8","20.5","1.5","19","G","N",NA,NA,"MIC","Georgie",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"166","Annaberg Bay","AND","NG","28/02/2023","CC","21/02/2023","RHMA","E2-26","H",9.77,"10.4","20","1.5","18.5","G","N",NA,NA,"MIC","Mavis",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"167","Annaberg Bay","AND","MY","28/02/2023","CC","21/02/2023","RHMA","E2-27","H",24.58,"12.9","32.5","1.5","31","G","Y",NA,NA,"MIC","Franchesha",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"168","Annaberg Bay","AND","MY","28/02/2023","CC","21/02/2023","RHMA","E2-28","H",14.44,"9.3","31.5","1.2","30.3","G","Y",NA,NA,"MIC","Natasha",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"169","Annaberg Bay","AND","JE","28/02/2023","CC","21/02/2023","RHMA","E2-29","H",16.62,"11.3","32.5","1.5","31","G","Y",NA,NA,"MIC","England",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"170","Annaberg Bay","AND","JE","28/02/2023","CC","21/02/2023","RHMA","E2-30","H",20.27,"11.9","28.5","1","27.5","G","Y",NA,NA,"MIC","London",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"171","Annaberg Bay","AND","CO","28/02/2023","CC","21/02/2023","RHMA","E2-31","H",20.11,"10.9","32.5","2","30.5","G","Y",NA,NA,"MIC","Edward",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"172","Annaberg Bay","AND","CO","28/02/2023","CC","21/02/2023","RHMA","E2-32","H",13.79,"10.2","23.5","1","22.5","G","N",NA,NA,"MIC","Quandale Dingle III",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"173","Annaberg Bay","AND","DR","28/02/2023","CC","21/02/2023","RHMA","E2-33","H",18.36,"11","28.5","0.5","28","G","Y",NA,NA,"MIC","Mango Man 2",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"174","Annaberg Bay","AND","DR","28/02/2023","CC","21/02/2023","RHMA","E2-34","H",22.14,"11.7","30","0.5","29.5","G","Y",NA,NA,"MIC","Mango Man",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"175","Annaberg Bay","AND","NR","28/02/2023","CC","21/02/2023","RHMA","E2-35","H",15.92,"10.3","25.5","2","23.5","G","Y",NA,NA,"MIC","Ukraine",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"176","Annaberg Bay","AND","NR","28/02/2023","CC","21/02/2023","RHMA","E2-36","H",16.17,"10.1","31","1","30","G","Y",NA,NA,"MIC","Russia",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"177","Annaberg Bay","DG","DG","4/21/2023","CC",NA,"RHMA","3676B","H",9.97,NA,NA,NA,"26.7",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","DANIEL",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"178","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3760B","H",12.32,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"179","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3762B","H",20.7,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"180","Annaberg Bay","AND","CM","28/02/2023","CC","21/02/2023","RHMA","E2-82","H",14.95,"11.6","23.5","1.5","22","G","Y",NA,NA,"MIC","Jingle",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"181","Annaberg Bay","AND","CM","28/02/2023","CC","21/02/2023","RHMA","E2-83","H",17.79,"12","28","0.5","27.5","G","Y",NA,NA,"MIC","Jam",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"182","Annaberg Bay","AND","KSG","28/02/2023","CC","21/02/2023","RHMA","E2-84","H",18.56,"11","29.5","1","28.5","G","Y",NA,NA,"MIC","Clapsam",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"183","Annaberg Bay","AND","KSG","28/02/2023","CC","21/02/2023","RHMA","E2-85","H",18.22,"12","24","0","24","G","Y",NA,NA,"MIC","Fat Cat",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"184","Annaberg Bay","AND","ML","28/02/2023","CC","21/02/2023","RHMA","E2-4","H",25.85,"13.7","33.4","1","32.4","B","Y",NA,NA,"MIC","Kiara",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"185","Annaberg Bay","DG","DG","4/26/2023","CC",NA,"RHMA","3783B","H",7.8,NA,NA,NA,"20.5",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","KITTY",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"186","Annaberg Bay","DG","DG","4/27/2023","CC",NA,"RHMA","3785B","H",7.14,NA,NA,NA,"21.5",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","STREAM",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"187","Annaberg Bay","DG","DG","4/28/2023","CC",NA,"RHMA","3787B","H",10.22,NA,NA,NA,"22.5",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"188","Annaberg Bay","DG","DG","4/29/2023","CC",NA,"RHMA","3789B","H",7.7,NA,NA,NA,"18.7",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","BOB",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"189","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-9","H",16,"8","32","0.1","31.9","G","N",NA,NA,"MIC","Guy",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"190","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-10","H",23,"9","30","0.1","29.9","G","Y",NA,NA,"MIC","Duli",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"191","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-11","H",16.84,"11.5","32","4.4","27.6","G","Y",NA,NA,"MIC","Green dot",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"192","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-12","H",22.63,"12.4","31.5","1.2","30.3","G","N",NA,NA,"MIC","Snake",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"193","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-13","H",15,"11.7","31.2","4.2","27","G","N",NA,NA,"MIC","Beatrice",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"194","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-14","H",26,"12.2","39","9.2","29.8","G","N",NA,NA,"MIC","Cory",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"195","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-15","H",21.41,"9","34","2.1","31.9","G","N",NA,NA,"MIC","Bobby",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"196","Annaberg Bay","AND","TM, JM, DH, DL","28/02/2023","CC","21/02/2023","RHMA","E2-16","H",13.55,"9","25","0.7","24.3","G","Y",NA,NA,"MIC","Sammy",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"197","Annaberg Bay","AND","JB","28/02/2023","CC","21/02/2023","RHMA","E2-17","H",17.11,"18.6","29.8","1.3","28.5","G","N",NA,NA,"MIC","Orange",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"198","Annaberg Bay","AND","TJ","28/02/2023","CC","21/02/2023","RHMA","E2-58","H",15.67,"11.1","27","1","26","G","Y",NA,NA,"MIC","Zac",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"199","Annaberg Bay","AND","TJ","28/02/2023","CC","21/02/2023","RHMA","E2-59","H",19.6,"8.8","29","2","27","G","Y",NA,NA,"MIC","Kel",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"200","Annaberg Bay","AND","SP","28/02/2023","CC","21/02/2023","RHMA","E2-60","H",13.92,"10.3","22.5","1","21.5","G","Y",NA,NA,"MIC","Luna",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"201","Annaberg Bay","AND","SP","28/02/2023","CC","21/02/2023","RHMA","E2-61","H",8.05,"6.7","26","2.5","23.5","G","N",NA,NA,"MIC","Aurora",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"202","Annaberg Bay","AND",NA,"28/02/2023","CC","21/02/2023","RHMA","E2-62","H",19.94,"10","28","1","27","B","N",NA,NA,"MIC","Bob",2023-02-21,"2023","02","21","St. John",18.363707,-64.731214
"203","Annaberg Bay","DG","DG","4/24/2023","CC",NA,"RHMA","3779B","H",8.72,NA,NA,NA,"20",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","HER",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"204","Annaberg Bay","DG","DG","4/25/2023","CC",NA,"RHMA","3781B","H",8.49,NA,NA,NA,"25.5",NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C","JOHN",NA,NA,NA,NA,"St. John",18.363707,-64.731214
"205","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6396","H",15.3,"10.1","29.6","2.2","27.4","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"206","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6397","H",17.7,"11.5","28.6","0","28.6","G","Y","Y","DECAP",NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"207","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6398","H",20.41,"11","34","2","32","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"208","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6399","H",17.34,"11","29.5","1.5","28","G","Y","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"209","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6400","H",21.29,"11.7","31.7","1","30.7","G","Y","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"210","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6401","H",17.47,"11.1","32.2","2.1","30.1","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"211","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6402","H",13.41,"9.8","32","2.2","29.8","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"212","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6403","H",22.15,"11.5","38.2","3.2","35","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"213","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6404","H",19.25,"11.9","32","2.2","29.8","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"214","Annaberg Bay",NA,"TT, DN","10/09/2024","CC","9/13/2024","RHMA","6405","H",26.38,"13","32","2.1","29.9","G","Y","N",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"215","Annaberg Bay",NA,"TT,DN","10/09/2024","CC","9/13/2024","RHMA","6406","H",21.2,"10.8","35.7","2.9","32.8","G","Y","N","has two leaves, one dead plumule",NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"216","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3756B","H",6.34,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"217","Annaberg Bay","AJH","LU, KH, LP","4/21/2023","CC",NA,"RHMA","3758B","H",11.59,NA,NA,NA,NA,NA,NA,NA,"EARTH DAY COMMUNITY OUTREACH STJ","C",NA,NA,NA,NA,NA,"St. John",18.363707,-64.731214
"218","Annaberg Bay","SH","ES, SH","10/11/2024","3""","9/13/2024","RHMA","6449",NA,19.9,"12.2","31","2.5","28.5","G","Y","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"219","Annaberg Bay","SH","ES, SH","10/11/2024","3""","9/13/2024","RHMA","6450",NA,20.6,"11.4","34","3","31","G","Y","Y","LCP",NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"220","Annaberg Bay","DN","ES, DN","10/15/24","CC","9/13/2024","RHMA","6451","H",19.81,"11.7","29.1","1.5","27.6","G","Y","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
"221","Annaberg Bay","DN","ES, DN","10/15/24","CC","9/13/2024","RHMA","6452","H",20.37,"11.7","32.8","3.3","29.5","G","Y","Y",NA,NA,NA,2024-09-13,"2024","09","13","St. John",18.363707,-64.731214
